filename,label
001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0014_89.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0046_18.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0008_796083.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0051_796103.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0076_417.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0009_34.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0057_796106.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0086_796062.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0010_796097.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0019_796104.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0001_796111.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0056_796078.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0002_55.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0006_796065.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0067_170.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0025_796057.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0017_796098.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.png,0
001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.png,0
003.Sooty_Albatross/Sooty_Albatross_0055_1160.png,2
003.Sooty_Albatross/Sooty_Albatross_0069_796358.png,2
003.Sooty_Albatross/Sooty_Albatross_0013_796402.png,2
003.Sooty_Albatross/Sooty_Albatross_0050_796351.png,2
003.Sooty_Albatross/Sooty_Albatross_0025_796361.png,2
003.Sooty_Albatross/Sooty_Albatross_0079_796389.png,2
003.Sooty_Albatross/Sooty_Albatross_0020_796359.png,2
003.Sooty_Albatross/Sooty_Albatross_0005_796342.png,2
003.Sooty_Albatross/Sooty_Albatross_0019_796391.png,2
003.Sooty_Albatross/Sooty_Albatross_0021_796339.png,2
003.Sooty_Albatross/Sooty_Albatross_0076_796365.png,2
003.Sooty_Albatross/Sooty_Albatross_0014_796373.png,2
003.Sooty_Albatross/Sooty_Albatross_0075_796352.png,2
003.Sooty_Albatross/Sooty_Albatross_0046_1211.png,2
003.Sooty_Albatross/Sooty_Albatross_0041_796364.png,2
003.Sooty_Albatross/Sooty_Albatross_0033_1128.png,2
003.Sooty_Albatross/Sooty_Albatross_0002_796395.png,2
003.Sooty_Albatross/Sooty_Albatross_0040_796375.png,2
003.Sooty_Albatross/Sooty_Albatross_0077_1080.png,2
003.Sooty_Albatross/Sooty_Albatross_0036_796387.png,2
003.Sooty_Albatross/Sooty_Albatross_0042_1210.png,2
003.Sooty_Albatross/Sooty_Albatross_0006_796390.png,2
